OPERATEUR;ANNEE;FILIERE;TYPE;CODE;CONSOA;PDLA;INDQUALA;CONSOI;PDLI;INDQUALI;CONSOT;PDLT;INDQUALT;CONSOR;PDLR;INDQUALR;CONSONA;PDLNA;INDQUALNA
Groupement Elise - Régie de Saint-Marcellin;2010;E;Commune;38416;0,00;0;0,000000;14022,00;14;0,000000;16055,00;672;0,000000;24793,00;4515;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Saint-Pierre-d’Allevard;2010;E;Commune;38439;0,00;0;0,000000;0,00;0;0,000000;1761,00;119;0,000000;7983,00;1207;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Séchilienne;2010;E;Commune;38478;0,00;0;0,000000;0,00;0;0,000000;375,00;50;0,000000;2704,00;479;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Villard-Bonnot;2010;E;Commune;38547;0,00;0;0,000000;11024,00;4;0,000000;7521,00;352;0,000000;17610,00;3405;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Vinay;2010;E;Commune;38559;0,00;0;0,000000;2473,00;3;0,000000;8941,00;132;0,000000;14803,00;2289;0,000000;0,00;0;0,000000
Gascognes Energie Services;2010;E;Commune;40001;180,00;25;1,000000;5650,00;5;1,000000;16950,00;580;1,000000;15580,00;3399;1,000000;910,00;120;1,000000
Régie communale d’électricité de Saulnes;2010;E;Commune;54493;0,00;0;0,000000;3640,00;2;0,000000;0,00;0;0,000000;6008,00;1228;0,000000;0,00;0;0,000000
Energies et Services ville d’Amneville;2010;E;Commune;57019;0,00;0;0,000000;30353,00;24;1,000000;8125,00;56;1,000000;25878,00;5005;1,000000;0,00;0;0,000000
RME et de télédistribution de Clouange;2010;E;Commune;57143;0,00;0;0,000000;0,00;0;0,000000;4120,00;19;1,000000;9019,00;2564;1,000000;0,00;0;0,000000
Energies et Services Creutzwald;2010;E;Commune;57160;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;85209,00;7183;1,000000
Régie municipale d’électricité de Gandrange;2010;E;Commune;57242;0,00;0;0,000000;2290,00;2;1,000000;682,00;9;1,000000;6099,00;1626;1,000000;0,00;0;0,000000
Energies et Services Hombourg-Haut;2010;E;Commune;57332;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;19049,00;4110;1,000000
Energies et Services - Régie d’électricité de Sainte-Marie-Aux-Chênes;2010;E;Commune;57620;0,00;0;0,000000;10309,00;18;1,000000;5577,00;43;1,000000;9191,00;1839;0,880000;937,00;61;1,000000
Energies et Services Schoeneck;2010;E;Commune;57638;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;10329,00;1281;1,000000
Régie électrique municipale de Fontaine-au-Pire;2010;E;Commune;59243;132,00;8;0,000000;0,00;0;0,000000;1149,00;10;0,000000;2876,00;532;0,000000;0,00;0;0,000000
Régie communale du câble et d’électricité de Montataire;2010;E;Commune;60414;0,00;0;0,000000;25342,00;0;1,000000;11965,00;0;1,000000;20273,00;0;1,000000;0,00;5807;1,000000
Régie municipale d’électricité de Laruns;2010;E;Commune;64320;0,00;0;0,000000;0,00;0;0,000000;3690,95;208;1,000000;4664,38;1124;1,000000;352,96;21;1,000000
Régies municipales électriques de Capvern;2010;E;Commune;65127;1,00;10;0,000000;0,00;0;0,000000;1999,00;93;1,000000;4406,00;882;1,000000;0,00;0;0,000000
Régie électrique de Prats-de-Mollo-la-Preste;2010;E;Commune;66150;65,00;6;1,000000;0,00;0;0,000000;3085,00;124;1,000000;4000,00;1153;1,000000;0,00;0;0,000000
Régie électrique de Saint Laurent de Cerdans;2010;E;Commune;66179;94020,00;7;1,000000;94650,00;252;1,000000;0,00;0;0,000000;4085332,00;775;1,000000;33555,00;34;1,000000
Energies et Services Sarre-Union;2010;E;Commune;67434;127,65;12;0,900000;14619,32;13;0,900000;7641,83;275;0,900000;6711,49;1523;0,850000;0,10;3;0,900000
Centrale électrique Vonderscheer de Ville;2010;E;Commune;67507;0,00;0;0,000000;270,00;4;1,000000;586,00;7;1,000000;5531,00;1200;0,950000;0,00;0;0,000000
Vialis SAEM;2010;E;Commune;68066;544,39;33;0,835000;57265,68;465;0,854000;168301,80;6298;0,724000;116392,10;35778;0,778000;145637,00;494;0,638000
Régie électrique d'Avrieux;2010;E;Commune;73026;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;4376,90;325;0,800000;0,00;0;0,000000
Régie municipale d’électricité de La Chambre;2010;E;Commune;73067;0,00;0;1,000000;1166,00;1;1,000000;1947,00;110;1,000000;3928,00;665;1,000000;294,00;30;1,000000
Régie électrique de La Chapelle;2010;E;Commune;73074;0,00;0;1,000000;0,00;0;1,000000;0,00;0;1,000000;1288,00;200;1,000000;0,00;0;1,000000
Syndicat d’électricité Synergie Maurienne;2010;E;Commune;73194;0,00;0;0,000000;79913,00;12;1,000000;4049493,00;74;0,800000;3306114,00;351;0,500000;0,00;0;0,000000
Régie municipale de Presle;2010;E;Commune;73207;0,00;0;0,000000;0,00;0;0,000000;41,00;11;0,000000;1391,00;274;0,000000;0,00;0;0,000000
Régie municipale de Saint-Avre;2010;E;Commune;73224;0,00;0;1,000000;290,00;1;1,000000;667,00;29;1,000000;2747,00;522;1,000000;217,00;21;1,000000
Régie d’électricité de Sainte Marie de Cuines;2010;E;Commune;73255;0,00;0;1,000000;1215,00;1;1,000000;268,00;14;1,000000;2533,00;412;1,000000;224,00;33;1,000000
Syndicat d’électricité Synergie Maurienne;2010;E;Commune;73258;0,00;0;0,000000;6042255,00;5;1,000000;243719,00;26;0,800000;2472203,00;459;0,500000;0,00;0;0,000000
Régie municipale d’électricité de Saint Martin S/Chambre;2010;E;Commune;73259;0,00;0;1,000000;0,00;0;1,000000;300,00;7;1,000000;2075,00;319;1,000000;107,00;33;1,000000
Syndicat d’électricité Synergie Maurienne;2010;E;Commune;73261;0,00;0;0,000000;111614,00;25;1,000000;5907519,00;247;0,800000;9003599,00;1726;0,500000;0,00;0;0,000000
Régie électrique de Tignes;2010;E;Commune;73296;1342,00;80;0,900000;618,00;47;0,900000;56842,00;656;0,900000;12351,00;4673;0,900000;0,00;0;0,900000
Régie municipale d’électricité de Tours en Savoie;2010;E;Commune;73298;0,00;0;1,000000;1213,00;15;1,000000;223,00;26;1,000000;2698,00;427;1,000000;125,00;11;1,000000
Régie d’électricité d’Elbeuf;2010;E;Commune;76231;0,00;0;0,000000;6337,00;12;0,000000;0,00;0;0,000000;48715,00;9750;0,000000;8062,00;61;0,000000
Régie Gazelec de Péronne;2010;E;Commune;80620;76,00;2;0,500000;19685,00;20;1,000000;11378,00;97;1,000000;25986,00;5550;1,000000;0,00;0;1,000000
Régie municipale gaz-électricité de Carmaux;2010;E;Commune;81060;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;35462,00;6198;0,500000;6038,00;58;1,000000
