OPERATEUR;ANNEE;FILIERE;TYPE;CODE;CONSOA;PDLA;INDQUALA;CONSOI;PDLI;INDQUALI;CONSOT;PDLT;INDQUALT;CONSOR;PDLR;INDQUALR;CONSONA;PDLNA;INDQUALNA
Régie municipale d’électricité de Varilhes;2009;E;Commune;09324;0,00;0;0,000000;1389,00;5;1,000000;718,00;125;1,000000;9137,00;1816;1,000000;721,00;85;1,000000
Régie municipale d’électricité de Vicdessos;2009;E;Commune;09334;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;3065,00;494;1,000000;0,00;0;0,000000
Régie municipale d’énergie Electrique de Quillan;2009;E;Commune;11304;0,00;0;0,000000;3875,11;13;0,000000;1752,60;23;0,000000;12029,70;2581;0,000000;0,00;0;0,000000
Régie municipale d’électricité de Miramont Les Comminges;2009;E;Commune;31344;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;2550,00;466;0,000000;0,00;0;0,000000
Régie municipale multiservices de La Réole;2009;E;Commune;33352;12,46;1;0,800000;748,09;19;0,800000;3218,24;154;0,800000;4675,68;110;0,800000;18,63;6;0,800000
Gignac Energie;2009;E;Commune;34114;0,00;0;1,000000;6,00;3234;1,000000;5535,00;159;1,000000;14044,00;2634;1,000000;698,00;106;1,000000
Groupement Elise - Régie d’Allemont;2009;E;Commune;38005;0,00;0;0,000000;0,00;0;0,000000;2134,00;120;0,000000;4207,00;809;0,000000;0,00;0;0,000000
Régie municipale d’électricité d’Allevard;2009;E;Commune;38006;0,00;0;0,000000;0,00;0;0,000000;10795,00;372;0,000000;12381,00;2654;0,000000;0,00;0;0,000000
Régie municipale d’électricité de la Ferrière;2009;E;Commune;38163;0,00;0;0,000000;0,00;0;0,000000;3040,00;80;0,000000;2099,00;768;0,000000;0,00;0;0,000000
Groupement Elise - Régie du Moutaret;2009;E;Commune;38268;0,00;0;0,000000;0,00;0;0,000000;57,00;13;0,000000;748,00;130;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Pinsot;2009;E;Commune;38306;0,00;0;0,000000;0,00;0;0,000000;107,00;28;0,000000;684,00;186;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Saint-Marcellin;2009;E;Commune;38416;0,00;0;0,000000;12179,00;15;0,000000;15574,00;673;0,000000;23760,00;4471;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Saint-Pierre-d’Allevard;2009;E;Commune;38439;0,00;0;0,000000;0,00;0;0,000000;1602,00;110;0,000000;7835,00;1211;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Séchilienne;2009;E;Commune;38478;0,00;0;0,000000;0,00;0;0,000000;372,00;52;0,000000;2690,00;467;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Villard-Bonnot;2009;E;Commune;38547;0,00;0;0,000000;9484,00;3;0,000000;7182,00;366;0,000000;17222,00;3375;0,000000;0,00;0;0,000000
Groupement Elise - Régie de Vinay;2009;E;Commune;38559;0,00;0;0,000000;2228,00;3;0,000000;8937,00;97;0,000000;13654,00;2182;0,000000;0,00;0;0,000000
Gascognes Energie Services;2009;E;Commune;40001;175,00;24;1,000000;5280,00;5;1,000000;16950,00;16500;1,000000;17580,00;3410;1,000000;910,00;120;1,000000
Régie communale d’électricité de Saulnes;2009;E;Commune;54493;0,00;0;0,000000;2663,00;2;0,000000;0,00;0;0,000000;5497,00;1238;0,000000;0,00;0;0,000000
Energies et Services ville d’Amneville;2009;E;Commune;57019;0,00;0;0,000000;29854,00;21;1,000000;7049,00;53;1,000000;22933,00;4940;1,000000;0,00;0;0,000000
RME et de télédistribution de Clouange;2009;E;Commune;57143;0,00;0;0,000000;0,00;0;0,000000;3936,00;17;1,000000;8705,00;2552;1,000000;0,00;0;0,000000
Energies et Services Creutzwald;2009;E;Commune;57160;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;81985,00;7071;1,000000
Régie municipale d’électricité de Gandrange;2009;E;Commune;57242;0,00;0;0,000000;1656,00;1;1,000000;509,00;9;1,000000;6411,00;1656;1,000000;0,00;0;0,000000
Energies et Services Hombourg-Haut;2009;E;Commune;57332;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;19273,00;4110;1,000000
Energies et Services - Régie d’électricité de Sainte-Marie-Aux-Chênes;2009;E;Commune;57620;0,00;0;0,000000;9478,00;21;1,000000;5585,00;43;1,000000;9124,00;1802;0,890000;937,00;64;1,000000
Energies et Services Schoeneck;2009;E;Commune;57638;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;10238,00;1281;1,000000
Régie électrique municipale de Fontaine-au-Pire;2009;E;Commune;59243;128,00;8;0,000000;0,00;0;0,000000;1052,00;10;0,000000;3640,00;518;0,000000;0,00;0;0,000000
Régie communale du câble et d’électricité de Montataire;2009;E;Commune;60414;0,00;0;0,000000;24525,00;0;1,000000;11772,00;0;1,000000;18534,00;0;1,000000;0,00;5707;1,000000
Régie municipale d’électricité de Laruns;2009;E;Commune;64320;0,00;0;0,000000;0,00;0;0,000000;3424,65;198;1,000000;4445,73;1117;1,000000;354,28;21;1,000000
Régies municipales électriques de Capvern;2009;E;Commune;65127;1,00;10;1,000000;0,00;0;0,000000;1723,00;90;1,000000;4121,00;787;1,000000;0,00;0;0,000000
Régie électrique de Prats-de-Mollo-la-Preste;2009;E;Commune;66150;65,00;6;1,000000;0,00;0;0,000000;3085,00;124;1,000000;4000,00;1153;1,000000;0,00;0;0,000000
Régie électrique de Saint Laurent de Cerdans;2009;E;Commune;66179;92150,00;7;1,000000;94600,00;251;1,000000;0,00;0;0,000000;3825748,00;766;1,000000;36551,00;35;1,000000
Energies et Services Sarre-Union;2009;E;Commune;67434;117,44;13;0,900000;13891,93;13;0,900000;7365,26;294;0,900000;6337,42;1523;0,850000;0,10;3;0,900000
Centrale électrique Vonderscheer de Ville;2009;E;Commune;67504;0,00;0;0,000000;302,00;4;1,000000;588,00;6;1,000000;5546,00;1169;0,950000;0,00;0;0,000000
Vialis SAEM;2009;E;Commune;68066;529,88;31;0,940000;51912,51;475;0,905000;162237,70;6316;0,807000;111093,10;35528;0,800000;126742,80;542;0,799000
Régie électrique d'Avrieux;2009;E;Commune;73026;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;4079,55;323;0,900000;0,00;0;0,000000
Régie municipale d’électricité de La Chambre;2009;E;Commune;73067;0,00;0;1,000000;1295,00;1;1,000000;1896,00;109;1,000000;2380,00;665;1,000000;186,00;30;1,000000
Régie électrique de La Chapelle;2009;E;Commune;73074;0,00;0;1,000000;0,00;0;1,000000;0,00;0;1,000000;1243,00;200;1,000000;0,00;0;1,000000
Syndicat d’électricité Synergie Maurienne;2009;E;Commune;73194;0,00;0;0,000000;36521,00;12;1,000000;3704606,00;71;0,800000;3234783,00;350;0,500000;0,00;0;0,000000
Régie municipale de Presle;2009;E;Commune;73207;0,00;0;0,000000;0,00;0;0,000000;35,00;6;0,000000;1263,00;275;0,000000;0,00;0;0,000000
Régie municipale de Saint-Avre;2009;E;Commune;73224;0,00;0;1,000000;205,00;1;1,000000;754,00;29;1,000000;2648,00;522;1,000000;203,00;21;1,000000
Régie d’électricité de Sainte Marie de Cuines;2009;E;Commune;73255;0,00;0;1,000000;1235,00;1;1,000000;295,00;14;1,000000;2386,00;412;1,000000;208,00;33;1,000000
Syndicat d’électricité Synergie Maurienne;2009;E;Commune;73258;0,00;0;0,000000;7827512,00;5;1,000000;231732,00;26;0,800000;2350611,00;451;0,500000;0,00;0;0,000000
Régie municipale d’électricité de Saint Martin S/Chambre;2009;E;Commune;73259;0,00;0;1,000000;0,00;0;1,000000;211,00;6;1,000000;1863,00;319;1,000000;179,00;23;1,000000
Syndicat d’électricité Synergie Maurienne;2009;E;Commune;73261;0,00;0;0,000000;107499,00;26;1,000000;5976569,00;258;0,800000;8907506,00;1811;0,500000;0,00;0;0,000000
Régie électrique de Tignes;2009;E;Commune;73296;252,00;25;0,900000;600,00;48;0,900000;65646,00;754;0,900000;13216,00;5285;0,900000;0,00;0;0,900000
Régie municipale d’électricité de Tours en Savoie;2009;E;Commune;73298;0,00;0;1,000000;1131,00;15;1,000000;217,00;23;1,000000;2572,00;422;1,000000;121,00;11;1,000000
Régie d’électricité d’Elbeuf;2009;E;Commune;76231;0,00;0;0,000000;5778,00;12;0,000000;0,00;0;0,000000;47251,00;9660;0,000000;8470,00;60;0,000000
Régie Gazelec de Péronne;2009;E;Commune;80620;76,00;2;1,000000;24199,00;20;1,000000;10446,00;98;1,000000;25611,00;5361;1,000000;0,00;0;1,000000
Régie municipale gaz-électricité de Carmaux;2009;E;Commune;81060;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;29198,00;6478;0,500000;5631,00;54;1,000000
