DEP;REG;ANNEE;SUPER_PLOMBE;SUPER_SANS_PLOMB;SUPER_SANS_PLOMB_95;SUPER_SANS_PLOMB_95_E10;SUPER_SANS_PLOMB_98;GAZOLE;FOD;FOL;GNR;GPL;CARBUREACTEUR
58;27;2014;0;27081,78;16106,4737;5594,02852;5381,45538;115064;28433;1461;23467;;
70;27;2014;0;22324,32;16733,52084;2561,98434;3028,4537;144586;32349;2515;16680;;
71;27;2014;0;74736,3;39230,15058;21932,90514;13572,9949;421007;71327;7971;44017;;
89;27;2014;0;47512,44;23029,57552;13407,35552;11075,38908;244575;31831;924;25128;;
90;27;2014;0;13445,06;7589,74858;4244,95672;1610,26664;60634;12833;480;5166;;
99;27;2014;0;341329,4;194310,0288;85496,00952;61522,64244;1837877;382948;21368;210176;102592;
14;28;2014;0;87136,48;41917,62486;26791,0895;18427,9203;433243;79097;3824;70865;;
27;28;2014;0;65645,4;27801,19986;21453,63674;16390,60188;345422;51174;6584;33499;;
50;28;2014;0;54841,4;36439,37748;9971,9218;8429,97344;300169;77532;17912;57892;;
61;28;2014;0;26203,4;15225,98692;5663,25774;5314,19382;161726;43279;5086;32345;;
76;28;2014;0;133406,5;57507,76208;45758,04282;30140,6181;727609;85863;18311;75942;;
99;28;2014;0;367233,1;178891,9512;109637,9486;78703,30754;1968169;336945;51717;270543;120395;
2;32;2014;0;48775,62;24061,4441;13804,38106;10910,1419;309954;57425;1950;34245;;
59;32;2014;0;205903,5;78438,2203;76937,76448;50527,52486;1132593;292391;10175;250221;;
60;32;2014;0;79395,34;35633,98664;26809,6043;16951,92666;427770;52258;9467;39732;;
62;32;2014;0;124845,4;54469,1578;37009,31142;33366,8146;936329;77958;8263;77413;;
80;32;2014;0;55901,08;22679,64876;19010,304;14211,42176;350786;53861;25388;45599;;
99;32;2014;0;514821;215282,4576;173571,3653;125967,8298;3157432;533893;55243;447210;123413;
8;44;2014;0;22434,58;12599,76466;5410,37384;4424,46518;134034;32525;1436;14859;;
10;44;2014;0;32471,2;13102,50882;12039,39078;7329,18718;204449;24894;342;32988;;
51;44;2014;0;58056,7;25083,18504;20940,09894;12033,48484;423309;79400;40925;100586;;
52;44;2014;0;23503,88;8767,1611;9609,38766;5127,40302;167271;23603;1415;17221;;
54;44;2014;0;64846,94;31187,5109;22022,69674;11636,7997;369737;257441;1210;213882;;
55;44;2014;0;15675,42;9908,93818;2857,95548;2908,79496;104784;22670;2843;12969;;
57;44;2014;0;87490,94;41679,94204;30536,32866;15274,7322;467096;111289;9085;52841;;
67;44;2014;0;123082;67910,8027;28610,25444;26560,61206;570220;159396;6698;47529;;
68;44;2014;0;87903,12;51569,15922;20931,0739;15402,7633;422036;97220;6791;29003;;
88;44;2014;0;39464,94;23599,80768;8604,14576;7261,26998;224821;51266;1606;26293;;
99;44;2014;0;554929,7;285408,7803;161561,7062;107959,5124;3087757;859704;72351;548171;126473;
44;52;2014;0;157480,9;73366,68062;54316,15318;29798,22454;787345;342623;12260;367282;;
49;52;2014;0;76239,98;42614,04996;18884,06148;14742,07798;425019;45802;10712;35113;;
53;52;2014;0;27307,48;17312,37178;4918,15026;5076,93798;205327;26650;10731;33973;;
72;52;2014;0;69819;39381,04398;16175,97006;14262,1495;377155;37178;1880;26767;;
85;52;2014;0;95457,78;54596,97282;22013,6347;18846,89424;532133;97374;1315;107501;;
99;52;2014;0;426305,1;227271,1192;116307,9697;82726,28424;2326979;549627;36898;570636;154510;
22;53;2014;0;64628,64;40177,46306;13297,1007;11153,90974;367337;53911;13546;43418;;
29;53;2014;0;97818,38;66246,73214;17349,71662;14221,7492;482479;114113;5678;42340;;
35;53;2014;0;108967,2;51457,78774;36012,48036;21497,17982;637380;84964;4906;73635;;
56;53;2014;0;83729,52;54906,85004;16034,59454;12787,77572;438470;55946;6308;42089;;
99;53;2014;0;355143,8;212788,833;82693,89222;59660,61448;1925666;308934;30438;201482;147452;
16;75;2014;0;41237,98;27400,31818;6060,99294;7776,59192;296295;31663;16562;37842;;
17;75;2014;0;99850,42;38916,77464;35220,22748;25713,06342;490009;56078;3659;39083;;
19;75;2014;0;30297,82;16765,12032;7853,23298;5679,5518;160992;29812;1867;15900;;
23;75;2014;0;12438,66;9441,00066;1116,58822;1881,06816;71276;26919;491;16611;;
24;75;2014;0;41858,84;28216,48268;7304,50892;6337,75368;217572;53369;215;30887;;
33;75;2014;0;180148,6;88769,81614;57365,00868;34013,42216;841606;67818;5828;85221;;
40;75;2014;0;50713,68;30322,95558;12859,0429;7531,31966;270330;21531;2282;42681;;
47;75;2014;0;33547,16;21796,87094;5941,96764;5808,65664;235485;238130;868;182990;;
64;75;2014;0;70894,22;40462,65166;19515,55824;10915,87246;317542;22807;770;28556;;
79;75;2014;0;41114,4;25079,7581;9053,15186;6981,31614;292670;47811;22175;39777;;
86;75;2014;0;47442,14;30461,19646;8512,5012;8468,52818;288860;62134;3523;63543;;
87;75;2014;0;39356,9;25560,9209;7841,86658;5954,37078;195505;37435;1776;24555;;
99;75;2014;0;688900,8;383193,8663;178644,6476;127061,515;3678142;695507;60016;607646;284813;
9;76;2014;0;14718,6;11435,96592;1632,44296;1650,50858;70872;9136;1726;7035;;
11;76;2014;0;43225,62;26606,31446;10031,04558;6588,51008;273799;20092;773;27109;;
12;76;2014;0;26118,3;17550,86638;4706,40296;3861,3274;157489;35482;371;25472;;
30;76;2014;0;82310,2;49000,74502;22079,82474;11229,71608;373306;49271;925;31329;;
31;76;2014;0;141658,9;64857,18752;54658,05168;22143,79626;661810;36413;29;36240;;
32;76;2014;0;17103,62;11291,74214;3342,50378;2469,71448;98657;16890;229;27920;;
34;76;2014;0;140244,1;72515,07604;44670,67794;23058,51026;664094;100866;2425;80895;;
46;76;2014;0;21964,68;13064,22714;5054,99846;3845,62534;101515;18400;8670;9078;;
48;76;2014;0;8117,06;3778,5584;3009,80274;1328,99116;51710;21747;1959;7049;;
65;76;2014;0;23896,82;16095,92426;4329,20794;3471,91276;114080;16603;469;14443;;
66;76;2014;0;54972,38;35940,67594;12460,12;6571,3369;249537;20937;1288;15350;;
81;76;2014;0;37664,52;27090,38028;6099,08888;4475,12484;208106;32188;4386;31315;;
82;76;2014;0;24274,96;12874,07156;7290,07226;4111,03596;162700;17954;308;13012;;
99;76;2014;0;636269,8;362101,7351;179364,2399;94806,1101;3187675;395979;23558;326247;178432;
1;84;2014;0;74984,94;46760,14194;16823,97548;11401,15854;399076;69413;9110;31416;;
3;84;2014;0;40640,8;25657,2874;7802,32986;7180,8527;224177;47471;867;38400;;
7;84;2014;0;32251,42;23120,01536;4786,24304;4345,46722;133570;26407;3136;5842;;
15;84;2014;0;13801,74;9790,9807;2298,8692;1711,55192;80618;25879;6430;14531;;
26;84;2014;0;72629,52;34768,57144;25421,43608;12439,76852;456108;62378;3190;33133;;
38;84;2014;0;136194,8;73227,94098;40393,54972;22573,03548;630436;85717;8755;39932;;
42;84;2014;0;82167,38;50542,28934;18321,05542;13304,18694;457204;316914;9556;109535;;
43;84;2014;0;21967,64;13317,8947;5813,49254;2835,8946;127533;41905;1144;19119;;
63;84;2014;0;78686,42;32036,03412;30406,75762;16243,31524;389632;71463;3244;48172;;
69;84;2014;0;175467,3;71542,0715;74188,83394;29736,06676;898112;198474;7647;100490;;
73;84;2014;0;58397,84;31767,18768;17443,92898;9186,42216;357159;53635;14345;20441;;
74;84;2014;0;103460,9;60731,31382;26557,71496;16171,93558;469723;91999;1323;27160;;
99;84;2014;0;890650,7;473261,729;270258,1868;147129,6557;4623348;1091655;68747;488171;233152;
4;93;2014;0;22885,24;12397,08458;6104,57154;4383,93242;107180;22777;716;9233;;
5;93;2014;0;19184,5;9017,71104;6304,02004;3862,40854;87785;29245;814;8951;;
6;93;2014;0;184279,2;53831,63818;82488,83452;47958,85462;458383;72974;1556;12280;;
13;93;2014;0;232599,8;95626,01308;97194,84416;39779,16694;1015509;131728;99097;73398;;
83;93;2014;0;164621,1;75365,02028;56603,79806;32652,12852;551074;55688;1543;22199;;
84;93;2014;0;80719,2;34987,23848;32246,52934;13485,56316;399741;59035;2985;23683;;
99;93;2014;0;704289,1;281224,7056;280942,5977;142122,0542;2619672;371447;106711;149744;115126;
2A;94;2014;0;23549,02;23548,946;0;0;61348;8488;0;4291;;
2B;94;2014;0;33205,28;33205,428;0;0;110902;29932;0;7428;;
99;94;2014;0;56754,3;56754,374;0;0;172250;38420;0;11719;28596;
99;99;2014;;;;;;;;50000;;11257;
FR;FR;2014;0;6919371;3284383,901;2255520,43;1379466,442;33893197;6406199;610528;4370115;1803012;6242615,2
