DEP;REG;ANNEE;SUPER_PLOMBE;SUPER_SANS_PLOMB;SUPER_SANS_PLOMB_95;SUPER_SANS_PLOMB_95_E10;SUPER_SANS_PLOMB_98;GAZOLE;FOD;FOL;GNR;GPL;CARBUREACTEUR
75;11;2010;0;117211,6;25935,07617;56332,20348;34944,04249;257274;20016;55024;0;;
77;11;2010;0;187748,4;100523,0078;46476,38612;40749,10293;691796;158005;26339;0;;
78;11;2010;0;214284;84730,55979;75179,36611;54374,24572;540504;99206;1204;0;;
91;11;2010;0;182665,3;80948,69236;61748,45701;39968,02241;551489;92474;971;0;;
92;11;2010;0;141837,3;32156,6047;70295,26859;39385,48955;270645;194801;20635;0;;
93;11;2010;0;126917,4;38689,76322;55615,94564;32611,72647;394741;68607;542;0;;
94;11;2010;0;134117,6;40517,16356;59693,68622;33906,60909;370463;168198;11541;0;;
95;11;2010;0;144019,5;50939,24243;56471,87406;36608,24686;440140;46871;2343;0;;
99;11;2010;0;1248801;454440,11;481813,1872;312547,4855;3517052;848178;118599;0;97789;
18;24;2010;0;44873,6;27760,1485;7417,469885;9695,987581;215234;79948;554;0;;
28;24;2010;0;64658,98;38240,82274;12117,68698;14300,35482;308321;81791;2308;0;;
36;24;2010;0;31133,28;19636,2366;4363,489237;7133,244103;154130;61116;492;0;;
37;24;2010;0;85855,54;55935,52875;12616,95143;17303,23294;339947;118327;2016;0;;
41;24;2010;0;48586,18;29977,47485;8012,939321;10595,77798;204704;64675;1576;0;;
45;24;2010;0;97104,28;61093,03612;17097,21645;18914,24573;408017;469034;26433;0;;
99;24;2010;0;372211,9;232643,2476;61625,7533;77942,84315;1630353;874891;33379;0;137033;
21;27;2010;0;81650,86;63141,41128;3405,55918;15104,05907;367861;115293;4444;0;;
25;27;2010;0;60364,02;49742,04169;1438,0642;9184,147602;311217;142865;10180;0;;
39;27;2010;0;35053,8;27001,68095;1402,78544;6649,489497;184670;73632;2505;0;;
58;27;2010;0;32548,9;22510,40724;2297,270262;7740,972254;117707;69430;1905;0;;
70;27;2010;0;25982,88;21215,32091;232,286;4535,383771;146667;68971;5710;0;;
71;27;2010;0;88866,6;65379,66675;5830,33938;17656,49966;421261;115144;34008;0;;
89;27;2010;0;57202,74;33586,85217;9763,774614;13851,88176;258615;73101;1805;0;;
90;27;2010;0;13636,72;11455,68318;179,968;2001,415;54836;19401;281;0;;
99;27;2010;0;395306,5;294033,0642;24550,04708;76723,84862;1862834;677837;60838;0;135029;
14;28;2010;0;98971,3;71104,82273;7268,12238;20598,02645;459390;224631;8437;0;;
27;28;2010;0;76301,4;55711,01903;3768,008518;16822,41207;347617;92547;10176;0;;
50;28;2010;0;64092,88;48105,70758;3902,02359;12085,17911;315343;127838;18042;0;;
61;28;2010;0;32325,42;24672,24579;957,15966;6695,897618;176168;89842;6795;0;;
76;28;2010;0;149963,2;97727,67011;16674,46728;35560,86983;697024;191172;105120;0;;
99;28;2010;0;421654,2;297321,4652;32569,78143;91762,38507;1995542;726030;148570;0;161521;
2;32;2010;0;59007,6;35298,63164;9126,024966;14582,92751;313076;104678;15536;0;;
