DEP;REG;ANNEE;SUPER_PLOMBE;SUPER_SANS_PLOMB;GAZOLE;FOD;FOL;GNR;GPL;CARBUREACTEUR
75;11;2005;1798,94;160522,3;192419;153766;51273;0;;
77;11;2005;3469,86;247760,1;649425;138507;28580;0;;
78;11;2005;3985,64;297580,6;509761;233581;1859;0;;
91;11;2005;2793,5;240100,4;499665;122832;13120;0;;
92;11;2005;1925,48;219633,5;398733;590970;58084;0;;
93;11;2005;1676,84;170253,3;347646;46498;4004;0;;
94;11;2005;2562,62;180725,8;348182;190912;10042;0;;
95;11;2005;2166,72;186292,8;373515;42050;9703;0;;
99;11;2005;20379,6;1702869;3319346;1519116;176665;0;115132;
18;24;2005;1893,66;58759,7;205253;87500;5325;0;;
28;24;2005;3151,66;87738,84;288634;80117;2318;0;;
36;24;2005;1693,12;39516;136689;66636;1455;0;;
37;24;2005;4141,04;110191,9;313801;139870;5409;0;;
41;24;2005;2451,62;63820,56;191207;72259;1698;0;;
45;24;2005;3804,34;124399,2;383859;272590;28046;0;;
99;24;2005;17135,44;484426,2;1519443;718972;44251;0;150726
21;27;2005;2494,54;109807,9;357738;145937;9835;0;
25;27;2005;2174,86;82214,74;296542;175669;23149;0;
39;27;2005;1387,5;46741,36;154558;73699;5015;0;
58;27;2005;2134,9;40924,22;104183;75761;1659;0;
70;27;2005;1248,38;32901,88;139688;76731;10635;0;
71;27;2005;4237,98;115457,8;402508;145058;42710;0;
89;27;2005;2583,34;75065,6;255291;116324;10405;0;
90;27;2005;395,16;20436,58;56105;24726;1380;0;
99;27;2005;16656,66;523550;1766613;833905;104788;0;155575
14;28;2005;4963,92;126554,8;458802;229116;14543;0;
27;28;2005;4411,14;97401,02;316386;96686;29011;0;
50;28;2005;3961,96;82412,32;314605;144136;39128;0;
61;28;2005;2007,62;36642,58;154367;98760;11533;0;
76;28;2005;7883,96;205232,3;708446;258427;79378;0;
99;28;2005;23228,6;548243,1;1952606;827125;173593;0;175612
2;32;2005;2508,6;79069;303269;118927;71065;0;
59;32;2005;8100,78;315190,4;907968;885157;200139;0;
60;32;2005;3230,1;123683,6;396316;115882;21375;0;
62;32;2005;4845,52;206135,1;876810;206536;51991;0;
80;32;2005;3669,66;90183,8;325773;115915;58266;0;
99;32;2005;22354,66;814262;2810136;1442417;402836;0;209272
8;44;2005;708,92;34480,3;117982;57556;4937;0;
10;44;2005;1341,62;51683,08;193735;63695;3305;0;
51;44;2005;1723,46;96051,26;412860;219477;86974;0;
52;44;2005;1057,46;37819,18;165913;48800;3761;0;
54;44;2005;2308,06;102376;275136;676263;9522;0;
55;44;2005;801,42;24855,12;102858;68250;7738;0;
57;44;2005;3347,76;142299;420471;237748;46682;0;
67;44;2005;5046,8;209396,3;531476;364939;58704;0;
68;44;2005;3884,26;134987,8;389147;247409;32470;0;
88;44;2005;1929,18;61889,9;239988;73985;36589;0;
99;44;2005;22148,94;895838,1;2849566;2058122;290682;0;197060
44;52;2005;7975,72;218228,2;665962;783215;35265;0;
49;52;2005;5032;113297,7;361872;66676;20630;0;
53;52;2005;1619,12;39146,74;167960;50781;17219;0;
72;52;2005;4691,6;98702,68;324063;73882;32641;0;
85;52;2005;5577,38;121576,8;459574;153082;9247;0;
99;52;2005;24895,82;590952,2;1979431;1127636;115002;0;211858
22;53;2005;4996,48;92309,08;337418;146950;18971;0;
29;53;2005;8062,3;142763,8;531537;165680;32555;0;
35;53;2005;6241,16;175219,4;699888;607842;34111;0;
56;53;2005;4036,7;118309,7;432782;129800;28436;0;
99;53;2005;23336,64;528602;2001625;1050272;114073;0;226014
16;75;2005;4565,06;79618,08;274811;81515;27923;0;
17;75;2005;4392,64;119663,2;401689;126599;17766;0;
19;75;2005;2999,96;45037,14;161664;49598;5231;0;
23;75;2005;784,4;19697,32;73142;50792;834;0;
24;75;2005;4351,2;57109,5;196361;81247;3238;0;
33;75;2005;10788,46;263439,3;803637;188688;44233;0;
40;75;2005;2856,4;69803,46;239503;73000;38051;0;
47;75;2005;6116,1;45522,58;204902;743894;3826;0;
64;75;2005;3952,34;97468,36;286343;71809;2971;0;
79;75;2005;3071,74;58789,3;263725;112701;24623;0;
86;75;2005;3620,82;71157,66;254086;120493;5259;0;
87;75;2005;2246,64;65279,84;197633;70698;3616;0;
99;75;2005;49745,76;992585,7;3357496;1771034;177571;0;397351
9;76;2005;1138,12;22132,66;73272;16163;931;0;
11;76;2005;3614,9;65430,06;250905;72391;6767;0;
12;76;2005;2680,28;41391,9;184136;82015;2214;0;
30;76;2005;3836,16;123328,4;326134;103570;6832;0;
31;76;2005;5703,18;210792;616139;90203;8858;0;
32;76;2005;1523,66;26080,56;104712;43795;616;0;
34;76;2005;6779,14;204869;551111;181735;11803;0;
46;76;2005;1620,6;33436,9;103763;33511;6469;0;
48;76;2005;569,06;15224,02;58455;46594;2681;0;
65;76;2005;1864,06;36585,6;110191;33154;974;0;
66;76;2005;3133,16;73459,06;197467;66124;10840;0;
81;76;2005;3705,92;55013,82;192258;92890;3961;0;
82;76;2005;2046,1;32995,86;149768;46540;947;0;
99;76;2005;38214,34;940739,8;2918311;908685;63893;0;287525
1;84;2005;2263,66;101334,9;341044;93955;26354;0;
3;84;2005;3366,26;62416,78;212365;103514;6271;0;
7;84;2005;1810,78;46873,08;109695;31517;15391;0;
15;84;2005;1180,3;22471,58;81746;39361;14561;0;
26;84;2005;3235,28;107323,7;452310;122951;8638;0;
38;84;2005;5663,96;203559,9;562140;151001;64479;0;
42;84;2005;5094,16;110379,1;346627;726519;39349;0;
