DEP;REG;ANNEE;SUPER_PLOMBE;SUPER_SANS_PLOMB;GAZOLE;FOD;FOL;GNR;GPL;CARBUREACTEUR
43;84;2005;1392,68;32863,4;134979;68036;6475;0;
63;84;2005;5680,98;116667,7;338013;115403;27375;0;
69;84;2005;6094,64;282387,7;850580;885182;51542;0;;
73;84;2005;2274,76;82552,18;289042;108621;66489;0;;
74;84;2005;2513,78;124327,4;360961;150272;8516;0;;
99;84;2005;40571,24;1293157;4079502;2596332;335440;0;346667;
4;93;2005;766,64;32114,52;90712;36833;17806;0;;
5;93;2005;711,14;28524,04;83579;38889;1251;0;;
6;93;2005;3786,58;263132,2;370795;73071;1493;0;;
13;93;2005;5636,58;357575,4;964790;310169;156523;0;;
83;93;2005;4197,28;244371,7;491477;171834;9398;0;;
84;93;2005;3046,58;118950,6;357775;160490;15464;0;;
99;93;2005;18144,8;1044668;2359128;791286;201935;0;186206;
2A;94;2005;2555,96;33732,9;63211;27636;0;0;;
2B;94;2005;905,76;37828,06;71916;76823;484;0;;
99;94;2005;3461,72;71560,96;135127;104459;484;0;50656;
FR;FR;2005;320274,2;10431454;31048330;15749361;2201213;0;2709654;6124560
