DEP;REG;ANNEE;SUPER_PLOMBE;SUPER_SANS_PLOMB;SUPER_SANS_PLOMB_95;SUPER_SANS_PLOMB_95_E10;SUPER_SANS_PLOMB_98;GAZOLE;FOD;FOL;GNR;GPL;CARBUREACTEUR
99;32;2009;0;655077,6;429196,9753;61291,59912;164589,0872;2840821;1244502;255455;0;165897;
8;44;2009;0;27530,96;19993,01951;1149,22;6388,982399;120121;51035;2610;0;;
10;44;2009;0;42920;32771,4535;1312,2531;8836,09378;203523;66322;207;0;;
51;44;2009;0;75082,62;55755,83211;4404,622073;14922,21353;415664;215055;74428;0;;
52;44;2009;0;30928,3;24202,95569;91,7563;6633,692165;165695;53706;4935;0;;
54;44;2009;0;78938,76;63405,94389;647,08264;14885,91373;339751;617401;4938;0;;
55;44;2009;0;20765,88;15814,00524;92,5;4859,643201;103275;49961;7573;0;;
57;44;2009;0;115742,7;92488,87808;135,3809502;23118,31444;434290;202794;51299;0;;
67;44;2009;0;166890;129954,7277;1391,9474;35543,44133;571322;320955;26805;0;;
68;44;2009;0;106830,1;84715,05414;947,24514;21167,63135;378500;170630;15758;0;;
88;44;2009;0;51808,14;40272,81517;751,37306;10784,24228;233394;66717;21479;0;;
99;44;2009;0;717437,4;559374,685;10923,38066;147140,1682;2965535;1814576;210032;0;163714;
44;52;2009;0;185210,9;153500,063;494,31556;31216,47581;699688;641957;21861;0;;
49;52;2009;0;95919,54;76168,40702;770,07952;18980,94377;405072;75277;17140;0;;
53;52;2009;0;34762,98;25753,30091;1420,05778;7589,63022;196409;57426;13784;0;;
72;52;2009;0;88412,24;67731,71379;1702,6364;18977,56891;356197;70872;9385;0;;
85;52;2009;0;108236,1;87234,47439;1453,38738;19548,23997;515349;185703;8294;0;;
99;52;2009;0;512541,8;410387,9591;5840,47664;96312,85868;2172715;1031235;70464;0;188907;
22;53;2009;0;81172,08;64745,37298;1670,92;14755,95804;374753;134483;17931;0;;
29;53;2009;0;121273,4;94915,0388;1795,99332;24562,47088;478045;205028;17655;0;;
35;53;2009;0;136892,6;99510,76539;11466,29704;25915,18371;620703;508062;22358;0;;
56;53;2009;0;101791,4;82058,53721;731,12;19001,75446;445209;133886;21754;0;;
99;53;2009;0;441129,5;341229,7144;15664,33036;84235,36709;1918710;981459;79698;0;192063;
16;75;2009;0;63348,44;51222,89633;521,33074;11604,20231;279997;78823;29449;0;;
17;75;2009;0;104739,6;80551,57293;2824,30324;21363,575;416499;109190;13262;0;;
19;75;2009;0;38613,94;30733,13628;154,66;7726,199669;168680;46912;3624;0;;
23;75;2009;0;16399,88;12142,42004;406,25704;3850,925146;72368;45925;1116;0;;
24;75;2009;0;51025,22;41637,72994;320,42074;9067,229185;208820;84728;700;0;;
33;75;2009;0;220734,6;181865,6028;2904,82634;35964,00466;826079;191877;25527;0;;
40;75;2009;0;62699,46;52408,72226;342,61926;9948,153627;261050;72554;25661;0;;
47;75;2009;0;48593,58;41319,81569;206,46;7067,534481;225047;630295;1604;0;;
64;75;2009;0;77085,8;65637,0565;301,92;11146,54264;289208;68272;2413;0;;
79;75;2009;0;51071,84;40780,29338;1140,43842;9151,336278;275775;107854;24357;0;;
86;75;2009;0;61049,26;48420,27166;725,792;11902,83974;258774;110353;4023;0;;
87;75;2009;0;55908,48;45023,13299;254,26252;10631,31537;207178;65147;2633;0;;
99;75;2009;0;851270,1;691742,6508;10103,2903;149423,8581;3489475;1611930;134369;0;343336;
9;76;2009;0;18666,5;14926,31478;90,28;3650,044826;72347;11998;1623;0;;
11;76;2009;0;53553,8;43827,90528;496,762;9228,872821;251851;57943;6423;0;;
12;76;2009;0;34144,34;27892,74039;510,51046;5741,175056;158396;71496;2276;0;;
30;76;2009;0;105941,4;84494,79411;3130,58406;18316,13907;359359;95452;3742;0;;
31;76;2009;0;172063,3;144714,2939;1367,53036;25981,67455;648565;82864;4726;0;;
32;76;2009;0;22707,64;18669,22567;165,68082;3872,365084;109458;46738;752;0;;
34;76;2009;0;174187,1;141179,8894;4936,6362;28070,61628;608162;206118;7426;0;;
46;76;2009;0;28457,44;22832,34852;555,66674;5069,265361;111192;34539;7116;0;;
48;76;2009;0;12984,78;10771,58203;0;2213,016722;58478;45176;2443;0;;
65;76;2009;0;31001,56;24888,33476;61,42148;6051,697358;116097;29926;725;0;;
66;76;2009;0;62872,62;51476,98665;112,64576;11283,07431;214150;51661;3736;0;;
81;76;2009;0;48215,44;39952,5379;438,894;7823,725151;203836;61178;11462;0;;
82;76;2009;0;30038,08;24006,51745;528,212;5503,583367;162261;35388;847;0;;
99;76;2009;0;794834;649633,4708;12394,82388;132805,25;3074152;830477;53297;0;233100;
1;84;2009;0;84123,94;66415,27282;1980,70398;15727,73682;350160;102326;24222;0;;
3;84;2009;0;52591,8;40281,99129;345,43422;11964,22289;217851;99336;4330;0;;
7;84;2009;0;39684,72;31774,17297;0;7910,694374;124465;31148;12072;0;;
15;84;2009;0;18252,84;14470,49037;0;3782,221049;82107;45262;16444;0;;
26;84;2009;0;88614,26;70758,79623;2064,08126;15791,07303;443430;116502;4217;0;;
38;84;2009;0;168756,3;133482,199;5568,03824;29705,91535;607672;125074;26931;0;;
42;84;2009;0;92557,72;71331,06389;3012,1515;18214,17344;375550;490338;35109;0;;
43;84;2009;0;26854,6;22161,77854;119,88;4573,230655;122869;63189;5469;0;;
63;84;2009;0;98573,92;78013,27258;200,61622;20360,05026;362827;113915;15019;0;;
69;84;2009;0;222533,5;178272,3733;9089,55912;35171,3774;925005;654573;17596;0;;
73;84;2009;0;68114,78;54078,04691;869,27652;13167,27914;300455;98137;30489;0;;
74;84;2009;0;104088,4;82327,85218;1601,01368;20159,5197;389277;135231;4794;0;;
99;84;2009;0;1064747;843367,31;24850,75474;196527,4941;4301668;2075031;196692;0;291105;
4;93;2009;0;27485,08;22022,97633;197,18632;5264,671063;91437;32352;727;0;;
5;93;2009;0;23523,86;19119,09168;146,12928;4258,442478;86742;36538;1305;0;;
6;93;2009;0;216722,3;155204,9443;20398,40636;41118,68419;416844;83005;2481;0;;
13;93;2009;0;293868,8;238241,5023;9704,656725;45922,81424;1047218;292295;303260;0;;
83;93;2009;0;206869,2;163690,524;6319,56966;36859,0275;540833;135899;3251;0;;
84;93;2009;0;96804,58;79961,0767;1365,44282;15478,36813;368040;113117;10048;0;;
99;93;2009;0;865273,9;678240,1153;38131,39117;148902,0076;2551114;693206;321072;0;151609;
2A;94;2009;0;33280,02;33279,95932;0;0;74583;23776;0;0;;
2B;94;2009;0;34389,28;34389,502;0;0;83077;43248;694;0;;
99;94;2009;0;67669,3;67669,46132;0;0;157660;67024;694;0;34978;
99;99;2009;;;;;;;;;;22704;
FR;FR;2009;0;8586215;6448622,143;473325,35;1664263,744;32299180;13671697;1707935;0;2294441;6047963,2
