OPERATEUR;ANNEE;FILIERE;TYPE;CODE;CONSOA;PDLA;INDQUALA;CONSOI;PDLI;INDQUALI;CONSOT;PDLT;INDQUALT;CONSOR;PDLR;INDQUALR;CONSONA;PDLNA;INDQUALNA
GrDF;2014;G;IRIS;930450107;0,00;0;0,000000;0,00;0;0,000000;239,00;1;1,000000;6825,00;535;0,400000;0,00;0;0,000000
GrDF;2014;G;IRIS;930450108;0,00;0;0,000000;516,00;1;1,000000;208,00;1;1,000000;8052,00;590;0,070000;0,00;0;0,000000
GrDF;2014;G;IRIS;930450109;0,00;0;0,000000;0,00;0;0,000000;5412,00;6;1,000000;5675,00;555;0,050000;398,00;1;1,000000
GrDF;2014;G;IRIS;930450110;0,00;0;0,000000;0,00;0;0,000000;1473,00;1;1,000000;982,00;47;0,520000;0,00;0;0,000000
GrDF;2014;G;IRIS;930459999;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;1489,00;126;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460101;0,00;0;0,000000;0,00;0;0,000000;919,00;4;1,000000;9996,00;540;0,290000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460102;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;7054,00;394;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460103;0,00;0;0,000000;0,00;0;0,000000;573,00;1;1,000000;8756,00;491;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460104;0,00;0;0,000000;0,00;0;0,000000;2556,00;1;1,000000;7705,00;429;0,050000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460105;0,00;0;0,000000;0,00;0;0,000000;3897,00;6;0,990000;15345,00;756;0,160000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460106;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;10234,00;547;0,030000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460107;0,00;0;0,000000;0,00;0;0,000000;613,00;2;1,000000;7342,00;584;0,160000;2584,00;2;1,000000
GrDF;2014;G;IRIS;930460108;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;8189,00;437;0,620000;271,00;1;1,000000
GrDF;2014;G;IRIS;930460109;0,00;0;0,000000;0,00;0;0,000000;960,00;2;1,000000;8719,00;661;0,200000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460110;0,00;0;0,000000;0,00;0;0,000000;346,00;1;1,000000;12085,00;674;0,000000;537,00;1;1,000000
GrDF;2014;G;IRIS;930460111;0,00;0;0,000000;2051,00;2;1,000000;4800,00;7;1,000000;7894,00;473;0,200000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460112;3792,00;4;1,000000;0,00;0;0,000000;132,00;0;1,000000;3128,00;431;0,220000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460113;338,00;1;1,000000;0,00;0;0,000000;1548,00;3;1,000000;10917,00;378;0,580000;895,00;2;1,000000
GrDF;2014;G;IRIS;930460114;0,00;0;0,000000;0,00;0;0,000000;4546,00;5;1,000000;9644,00;553;0,450000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460115;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;9114,00;567;0,080000;505,00;2;1,000000
GrDF;2014;G;IRIS;930460116;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;9612,00;571;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460117;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;12012,00;666;0,180000;0,00;0;0,000000
GrDF;2014;G;IRIS;930460118;0,00;0;0,000000;0,00;0;0,000000;1157,00;3;1,000000;13735,00;732;0,050000;0,00;0;0,000000
GrDF;2014;G;IRIS;930469999;0,00;0;0,000000;0,00;0;0,000000;240,00;0;1,000000;-99,00;-99;-99,0000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470101;0,00;0;0,000000;0,00;0;0,000000;660,00;2;1,000000;6348,00;468;0,400000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470102;0,00;0;0,000000;0,00;0;0,000000;1866,00;2;1,000000;4828,00;464;0,750000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470103;0,00;0;0,000000;0,00;0;0,000000;1566,00;3;1,000000;2477,00;37;0,970000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470104;0,00;0;0,000000;1736,00;1;1,000000;1084,00;2;1,000000;8664,00;427;0,030000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470105;0,00;0;0,000000;0,00;0;0,000000;3049,00;3;1,000000;9313,00;543;0,210000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470106;0,00;0;0,000000;0,00;0;0,000000;115,00;0;1,000000;8400,00;430;0,999000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470107;0,00;0;0,000000;0,00;0;0,000000;2605,00;4;1,000000;9364,00;550;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470108;0,00;0;0,000000;0,00;0;0,000000;9502,00;1;1,000000;7504,00;350;0,190000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470109;0,00;0;0,000000;0,00;0;0,000000;760,00;2;1,000000;8936,00;452;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470110;0,00;0;0,000000;0,00;0;0,000000;311,00;1;1,000000;9739,00;494;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470111;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;10173,00;520;0,050000;0,00;0;0,000000
GrDF;2014;G;IRIS;930470112;0,00;0;0,000000;0,00;0;0,000000;759,00;1;1,000000;9408,00;481;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930479999;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;640,00;179;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480101;0,00;0;0,000000;373,00;1;1,000000;5892,00;7;1,000000;5389,00;364;0,370000;4784,00;4;1,000000
GrDF;2014;G;IRIS;930480102;0,00;0;0,000000;0,00;0;0,000000;2401,00;3;1,000000;8192,00;553;0,250000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480103;0,00;0;0,000000;0,00;0;0,000000;1440,00;2;1,000000;8674,00;554;0,090000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480104;0,00;0;0,000000;388,00;1;1,000000;3640,00;5;1,000000;8174,00;429;0,310000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480105;0,00;0;0,000000;0,00;0;0,000000;1275,00;2;1,000000;8150,00;390;0,360000;-99,00;-99;-99,0000
GrDF;2014;G;IRIS;930480201;0,00;0;0,000000;0,00;0;0,000000;2005,00;4;1,000000;12156,00;632;0,490000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480202;0,00;0;0,000000;0,00;0;0,000000;273,00;1;1,000000;11694,00;792;0,100000;366,00;1;1,000000
GrDF;2014;G;IRIS;930480203;0,00;0;0,000000;0,00;0;0,000000;3155,00;2;1,000000;10057,00;709;0,150000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480204;0,00;0;0,000000;0,00;0;0,000000;640,00;2;1,000000;8112,00;470;0,420000;302,00;1;1,000000
GrDF;2014;G;IRIS;930480205;0,00;0;0,000000;5715,00;1;1,000000;746,00;2;1,000000;14162,00;887;0,800000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480206;0,00;0;0,000000;0,00;0;0,000000;1837,00;2;1,000000;7632,00;456;0,240000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480301;0,00;0;0,000000;0,00;0;0,000000;371,00;1;1,000000;11471,00;769;0,140000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480302;0,00;0;0,000000;0,00;0;0,000000;1716,00;3;1,000000;13061,00;880;0,280000;-99,00;-99;-99,0000
GrDF;2014;G;IRIS;930480401;0,00;0;0,000000;219,00;1;1,000000;655,00;2;1,000000;10527,00;584;0,170000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480402;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;1470,00;525;0,610000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480403;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;522,00;463;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480404;0,00;0;0,000000;592,00;1;1,000000;3013,00;2;1,000000;8453,00;701;0,670000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480501;0,00;0;0,000000;0,00;0;0,000000;224,00;0;1,000000;13591,00;776;0,090000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480502;0,00;0;0,000000;218,00;1;1,000000;1699,00;4;1,000000;14190,00;885;0,160000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480601;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;6451,00;714;0,450000;6446,00;2;1,000000
GrDF;2014;G;IRIS;930480602;0,00;0;0,000000;0,00;0;0,000000;1702,00;4;1,000000;14339,00;947;0,270000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480603;0,00;0;0,000000;788,00;2;1,000000;4788,00;6;1,000000;11108,00;739;0,410000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480604;0,00;0;0,000000;963,00;2;1,000000;1705,00;4;1,000000;7608,00;422;0,350000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480701;0,00;0;0,000000;0,00;0;0,000000;1975,00;2;1,000000;5071,00;413;0,100000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480702;0,00;0;0,000000;0,00;0;0,000000;173,00;1;1,000000;6538,00;487;0,160000;1089,00;1;1,000000
GrDF;2014;G;IRIS;930480703;0,00;0;0,000000;0,00;0;0,000000;5194,00;5;1,000000;11845,00;849;0,350000;586,00;1;1,000000
GrDF;2014;G;IRIS;930480704;0,00;0;0,000000;0,00;1;0,000000;1097,00;4;1,000000;8347,00;491;0,360000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480801;0,00;0;0,000000;0,00;0;0,000000;5162,00;3;1,000000;5616,00;305;0,480000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480802;0,00;0;0,000000;0,00;0;0,000000;4373,00;7;1,000000;8555,00;518;0,550000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480803;0,00;0;0,000000;0,00;0;0,000000;2497,00;4;1,000000;5930,00;606;0,640000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480901;0,00;0;0,000000;0,00;0;0,000000;490,00;1;1,000000;7730,00;535;0,180000;530,00;1;1,000000
GrDF;2014;G;IRIS;930480902;0,00;0;0,000000;402,00;1;1,000000;11144,00;3;1,000000;6337,00;513;0,510000;0,00;0;0,000000
GrDF;2014;G;IRIS;930480903;0,00;0;0,000000;0,00;0;0,000000;1792,00;3;1,000000;10249,00;632;0,570000;0,00;0;0,000000
GrDF;2014;G;IRIS;930481001;1446,00;1;1,000000;125,00;1;1,000000;6451,00;3;1,000000;11131,00;899;0,100000;0,00;0;0,000000
GrDF;2014;G;IRIS;930481002;0,00;0;0,000000;0,00;0;0,000000;1915,00;3;1,000000;5035,00;238;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930481003;0,00;0;0,000000;956,00;1;1,000000;442,00;1;1,000000;11666,00;470;0,630000;-99,00;-99;-99,0000
GrDF;2014;G;IRIS;930481101;0,00;0;0,000000;0,00;0;0,000000;630,00;1;1,000000;10035,00;1147;0,540000;5556,00;1;1,000000
GrDF;2014;G;IRIS;930481102;0,00;0;0,000000;0,00;0;0,000000;3160,00;7;1,000000;2530,00;329;0,000000;0,00;0;0,000000
GrDF;2014;G;IRIS;930481103;0,00;0;0,000000;0,00;0;0,000000;6730,00;8;1,000000;14817,00;929;0,410000;0,00;0;0,000000
