OPERATEUR;ANNEE;FILIERE;TYPE;CODE;CONSOA;PDLA;INDQUALA;CONSOI;PDLI;INDQUALI;CONSOT;PDLT;INDQUALT;CONSOR;PDLR;INDQUALR;THERMOR;PARTR;CONSONA;PDLNA;INDQUALNA
GrDF;2017;G;IRIS;675470000;0,00;0;0,000000;346,00;1;1,000000;0,00;0;0,000000;6307,00;350;0,000000;2301,00;0,89;0,00;0;0,000000
Réseau GDS;2017;G;IRIS;675480000;0,00;0;0,000000;0,00;0;0,000000;3992,48;1;1,000000;1802,21;87;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;675500000;0,00;0;0,000000;0,00;0;0,000000;1999,00;3;1,000000;3345,00;144;0,010000;0,00;0,00;0,00;0;0,000000
Réseau GDS;2017;G;IRIS;675510000;0,00;0;0,000000;0,00;0;0,000000;2875,05;5;1,000000;17509,79;900;0,000000;0,00;0,00;0,00;0;0,000000
Gaz de Barr;2017;G;Commune;67557;0,00;0;0,000000;0,00;0;0,000000;9018,00;1;0,500000;5431,00;99;0,500000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680010000;0,00;0;0,000000;875,00;1;1,000000;0,00;0;0,000000;4099,00;169;0,070000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680040101;0,00;0;0,000000;6293,00;3;1,000000;13276,00;9;1,000000;21032,00;1049;0,080000;4975,00;0,82;460,00;1;1,000000
GrDF;2017;G;IRIS;680040102;0,00;0;0,000000;0,00;0;0,000000;3898,00;7;1,000000;10191,00;396;0,240000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680049999;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;2521,00;15;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680050000;0,00;0;0,000000;0,00;0;0,000000;707,00;1;1,000000;6575,00;318;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680070000;0,00;0;0,000000;341,00;1;1,000000;0,00;0;0,000000;8151,00;444;0,000000;2240,00;0,89;0,00;0;0,000000
GrDF;2017;G;IRIS;680100000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;971,00;41;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680110000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;1529,00;95;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680120000;0,00;0;0,000000;5569,00;2;1,000000;0,00;0;0,000000;2057,00;103;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680160000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;1959,00;117;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680200000;0,00;0;0,000000;0,00;0;0,000000;818,00;1;1,000000;7895,00;318;0,030000;0,00;0,00;0,00;0;0,000000
GRT Gaz;2017;G;IRIS;680200000;0,00;0;0,000000;5475507,60;4;1,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680210000;0,00;0;0,000000;891,00;2;1,000000;4060,00;7;1,000000;17491,00;910;0,040000;4506,00;0,85;0,00;0;0,000000
GrDF;2017;G;IRIS;680220000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;3656,00;177;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680230000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;4036,00;214;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680260000;0,00;0;0,000000;790,00;2;1,000000;384,00;2;1,000000;5808,00;283;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680280000;0,00;0;0,000000;1741,00;1;1,000000;1436,00;2;1,000000;6931,00;461;0,000000;1940,00;0,91;0,00;0;0,000000
Caléo (Service gaz et eau de la ville de Guebwiller);2017;G;Commune;68029;21,21;2;1,000000;0,00;0;1,000000;277,24;11;1,000000;3685,64;249;1,000000;0,00;0,00;387,58;12;1,000000
Caléo (Service gaz et eau de la ville de Guebwiller);2017;G;Commune;68030;6,76;1;1,000000;1336,74;1;1,000000;0,00;0;1,000000;1680,43;104;1,000000;0,00;0,00;166,40;4;1,000000
GrDF;2017;G;IRIS;680320000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;1846,00;118;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680360000;5465,00;1;1,000000;24809,00;2;1,000000;6781,00;3;1,000000;12097,00;477;0,180000;3125,00;0,80;0,00;0;0,000000
GRT Gaz;2017;G;IRIS;680360000;0,00;0;0,000000;543927,13;1;1,000000;0,00;0;0,000000;0,00;0;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680370000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;514,00;47;0,000000;0,00;0,00;0,00;0;0,000000
Vialis SAEM;2017;G;Commune;68038;0,00;0;1,000000;0,00;0;1,000000;36,09;3;0,830000;4063,01;255;0,860000;0,00;0,00;26,56;1;0,600000
GrDF;2017;G;IRIS;680400000;0,00;0;0,000000;694,00;2;1,000000;2019,00;3;1,000000;9754,00;522;0,050000;3204,00;0,94;0,00;0;0,000000
GrDF;2017;G;IRIS;680410000;120,00;1;1,000000;0,00;0;0,000000;0,00;0;0,000000;4586,00;308;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680420000;0,00;0;0,000000;0,00;0;0,000000;687,00;1;1,000000;10264,00;598;0,000000;2900,00;0,77;1160,00;2;1,000000
Caléo (Service gaz et eau de la ville de Guebwiller);2017;G;Commune;68043;0,00;0;1,000000;0,00;0;1,000000;634,79;15;1,000000;11482,88;854;1,000000;0,00;0,00;3796,14;25;1,000000
GrDF;2017;G;IRIS;680490000;0,00;0;0,000000;0,00;0;0,000000;1118,00;1;1,000000;1507,00;64;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680510000;0,00;0;0,000000;0,00;0;0,000000;0,00;0;0,000000;2013,00;91;0,000000;0,00;0,00;0,00;0;0,000000
GrDF;2017;G;IRIS;680560101;0,00;0;0,000000;0,00;0;0,000000;339,00;1;1,000000;16529,00;790;0,060000;5086,00;0,84;0,00;0;0,000000
