Période/Production totale nette d'électricité (en GWh)/Production nette d'électricité primaire (en GWh)/Production nette d'électricité nucléaire (en GWh)/Production nette d'électricité hydraulique (en GWh)/Production nette d'électricité éolienne (en GWh)/Production nette d'électricité photovoltaïque (en GWh)/Production nette d'électricité thermique (en GWh)/Électricité absorbée pour les pompages (en GWh)/Total des importations physiques d'électricité (en GWh)/Total des exportations physiques d'électricité (en GWh)/Consommation d'électricité primaire corrigée du climat (en GWh)
2014-04-01 00:00:00/40585.04/38589.72/31208.05/5831.731/1006.101/543.833/1995.328/511.64/655.71/4675.74/36550.7
2014-05-01 00:00:00/41591.55/39954.17/31713.27/6144.062/1461.573/635.2672/1637.377/713.99/268.93/6710.51/32139.77
2014-06-01 00:00:00/39106.77/37630.41/30994.88/5047.715/902.3122/685.5063/1476.354/653.47/285.06/6436.43/30825.57
2014-07-01 00:00:00/42491.19/41141.54/33394.06/6155.342/910.8141/681.3189/1349.654/661.99/174.57/8339.82/32314.3
2014-08-01 00:00:00/39145.64/37851.07/30989.96/5267.838/933.5017/659.7747/1294.563/582.11/181.55/7977.9/29472.61
2014-09-01 00:00:00/38895.99/36921.48/31938.66/3739.19/678.3421/565.2862/1974.51/604.13/590.78/5928.0/30980.13
2014-10-01 00:00:00/40992.95/38177.99/32803.25/3736.411/1209.627/428.7066/2814.958/738.89/664.45/4971.4/37009.01
2014-11-01 00:00:00/47102.51/42765.91/36290.56/4836.418/1411.536/227.394/4336.606/639.05/539.57/6350.04/38901.32
2014-12-01 00:00:00/54659.31/49447.47/41633.53/5673.906/1958.53/181.4999/5211.845/664.74/848.4/5619.97/44358.97
2015-01-01 00:00:00/58238.45/52356.23/43792.87/6159.345/2176.052/227.9625/5882.219/658.47/720.35/5903.32/46777.08
2015-02-01 00:00:00/52046.07/45967.37/37483.16/6343.362/1808.205/332.6427/6078.701/454.73/1446.61/4507.52/41747.49
2015-03-01 00:00:00/50666.78/45784.24/36915.36/6444.028/1908.635/516.2179/4882.535/606.23/803.23/5154.42/40986.95
2015-04-01 00:00:00/41184.72/39000.16/31187.33/5737.435/1377.802/697.5949/2184.562/544.99/1018.79/5138.01/36024.39
2015-05-01 00:00:00/40319.27/39070.44/30329.66/6434.822/1518.775/787.1838/1248.833/733.33/572.36/6547.53/32829.21
2015-06-01 00:00:00/39622.92/38392.24/30719.02/5623.141/1199.555/850.5291/1230.671/636.77/485.36/6546.37/31694.46
2015-07-01 00:00:00/41408.95/39524.81/33272.25/4041.885/1338.441/872.2342/1884.14/517.76/710.2/7020.04/32697.21
2015-08-01 00:00:00/38667.92/37277.81/31994.69/3415.63/1076.323/791.1691/1390.112/476.93/319.62/7191.51/29928.99
2015-09-01 00:00:00/38738.3/36277.14/30643.44/3399.942/1585.318/648.4381/2461.164/419.45/617.39/5788.48/30686.6
2015-10-01 00:00:00/44132.06/40031.59/34489.86/3844.906/1217.914/478.9122/4100.465/435.61/972.22/5875.84/32767.53
2015-11-01 00:00:00/47411.13/41951.22/35681.14/3513.421/2433.174/323.4848/5459.906/558.07/837.85/6797.51/38092.65
2015-12-01 00:00:00/51740.21/46669.22/40288.34/3642.562/2526.6/211.7221/5070.982/771.52/704.14/7062.07/43210.0
2016-01-01 00:00:00/55984.83/50214.62/41589.91/5660.736/2715.706/248.2705/5770.213/777.5553/1483.251/6587.608/45874.39
2016-02-01 00:00:00/51932.79/47382.56/37324.5/6929.559/2748.118/380.3847/4550.232/583.8277/1171.352/6122.337/42921.48
2016-03-01 00:00:00/52080.83/46735.86/37178.47/6601.591/2333.665/622.1372/5344.97/549.2066/1423.286/5668.097/40797.98
2016-04-01 00:00:00/42928.58/39879.78/31059.3/6457.008/1603.348/760.1321/3048.793/403.4469/1576.299/5296.685/35038.27
2016-05-01 00:00:00/40363.74/38311.21/29446.11/6488.509/1480.382/896.2007/2052.538/607.9365/814.959/6079.895/32290.1
2016-06-01 00:00:00/39821.98/37723.7/28646.52/7141.479/1024.84/910.8592/2098.282/547.0587/369.751/7015.426/30530.97
2016-07-01 00:00:00/38208.27/35618.02/28347.34/5290.145/974.1533/1006.385/2590.249/463.174/1041.027/5331.567/30864.31
2016-08-01 00:00:00/35747.72/33084.77/27118.19/3869.524/1134.242/962.8151/2662.957/533.7788/1483.021/4887.611/29146.4
2016-09-01 00:00:00/36214.98/31555.48/26482.19/3361.04/952.8917/759.3597/4659.504/483.4049/1594.268/4328.703/28337.64
2016-10-01 00:00:00/39512.81/33958.96/29024.26/3043.194/1340.611/550.9028/5553.849/602.3378/2446.419/3216.159/30645.28
2016-11-01 00:00:00/45475.38/37831.71/31151.94/4176.22/2188.107/315.4491/7643.666/569.3316/2665.169/3309.401/36732.04
2016-12-01 00:00:00/51210.96/42832.39/36652.24/4540.212/1388.413/251.525/8378.567/529.477/3098.468/3182.986/41795.03
2017-01-01 00:00:00/57166.5/47939.19/40491.58/5220.979/1908.798/317.8355/9227.314/563.9495/3650.518/2957.141/45912.95
2017-02-01 00:00:00/48016.61/41050.64/33689.41/4526.584/2421.722/412.924/6965.974/615.6123/1475.1/5016.389/38971.69
2017-03-01 00:00:00/49794.82/43695.4/34272.6/6229.993/2514.403/678.3982/6099.421/686.4944/837.128/7211.762/39104.38
2017-04-01 00:00:00/42244.03/38249.08/31752.19/4187.221/1378.682/930.9931/3994.952/539.8342/699.337/6088.295/32118.52
2017-05-01 00:00:00/41221.11/38239.31/30136.77/5686.417/1400.51/1015.614/2981.797/664.6027/668.214/6539.264/33055.64
